id,company_rating,company_location,total_fleet_count,iata_approved,company_loaction
44459,89%,Kenya,1.0,t,na
8951,100%,Faroe Islands,1.0,f,na
49597,,Bahrain,1.0,t,na
37104,100%,Bouvet Island (Bouvetoya),1.0,t,na
16245,100%,,1.0,f,na
6856,100%,Denmark,1.0,f,na
16994,,French Guiana,1.0,t,na
25649,,Suriname,1.0,t,na
26593,33%,,1.0,f,na
19409,100%,Micronesia,1.0,f,na
26265,,Venezuela,1.0,t,na
26755,100%,Russian Federation,2.0,t,na
45193,100%,,1.0,f,na
40652,,,1.0,t,na
47382,,Uganda,1.0,f,na
41761,100%,,1.0,f,na
42176,,,1.0,t,na
47848,30%,Uzbekistan,1.0,t,na
22574,,,1.0,f,na
37014,,,1.0,f,na
35135,100%,Niue,1.0,f,na
7751,,,1.0,t,na
15636,,Uzbekistan,2.0,f,na
23981,100%,Nicaragua,1.0,f,na
49556,,French Guiana,1.0,t,na
2036,100%,Slovakia (Slovak Republic),3.0,f,na
23332,100%,Bosnia and Herzegovina,2.0,f,na
43540,72%,Bosnia and Herzegovina,25.0,f,na
23400,,,1.0,t,na
657,100%,Marshall Islands,2.0,f,na
24090,,Niue,1.0,f,na
1260,,Lebanon,1.0,f,na
28989,,El Salvador,1.0,t,na
27233,100%,Zimbabwe,1.0,t,na
40308,,Niue,1.0,f,na
20726,0%,Niue,1.0,t,na
3989,100%,Marshall Islands,1.0,t,na
22036,100%,Mauritania,1.0,t,na
17406,,Anguilla,1.0,f,na
19699,,Svalbard & Jan Mayen Islands,1.0,f,na
33450,100%,Jersey,1.0,t,na
16501,100%,,1.0,f,na
11844,75%,Saint Helena,1.0,t,na
48968,,Croatia,1.0,t,na
30336,100%,Vietnam,2.0,t,na
26067,60%,Reunion,1.0,f,na
49174,,,1.0,f,na
38009,,Nicaragua,1.0,t,na
26521,100%,Vanuatu,1.0,f,na
22564,90%,Portugal,1.0,f,na
31310,100%,Kiribati,1.0,t,na
20931,100%,,1.0,f,na
20037,,Kenya,2.0,t,na
10210,,,1.0,f,na
49184,,,1.0,t,na
43951,,,1.0,f,na
45690,,Nauru,2.0,f,na
4130,,Maldives,7.0,f,na
17087,50%,Portugal,1.0,t,na
19284,,Vietnam,1.0,f,na
44237,100%,Andorra,1.0,t,na
27428,100%,Uzbekistan,2.0,f,na
8032,70%,United Kingdom,1.0,t,na
20375,80%,Mauritania,1.0,f,na
36083,,Bosnia and Herzegovina,1.0,f,na
16213,,,1.0,t,na
21791,,Gambia,1.0,f,na
18781,,Gambia,1.0,f,na
4043,100%,,1.0,t,na
22410,,,1.0,f,na
11877,,Maldives,1.0,t,na
9169,90%,Guernsey,1.0,f,na
36306,,Brazil,1.0,t,na
9954,,,1.0,t,na
36403,100%,United Kingdom,1.0,t,na
35141,100%,,4.0,f,na
13577,90%,Brazil,2.0,f,na
25085,,Niue,1.0,t,na
36225,,Marshall Islands,3.0,f,na
377,,Turks and Caicos Islands,1.0,f,na
16026,,,1.0,f,na
34865,,Uganda,2.0,t,na
39230,,Nauru,1.0,f,na
212,100%,,1.0,f,na
14039,100%,Sao Tome and Principe,1.0,f,na
38127,90%,,2.0,f,na
16386,100%,Uzbekistan,1.0,t,na
38391,,,1.0,f,na
19539,100%,,1.0,f,na
4275,,,1.0,t,na
2929,,,1.0,f,na
48107,100%,Uganda,1.0,f,na
44128,100%,,2.0,t,na
31563,100%,Niue,3.0,f,na
23166,50%,Faroe Islands,1.0,t,na
17168,,,1.0,f,na
8123,,,1.0,f,na
17349,,Lebanon,1.0,t,na
20154,,Chad,1.0,t,na
48272,,French Guiana,1.0,t,na
38244,,,1.0,f,na
22742,,Barbados,1.0,f,na
6407,0%,Niue,3.0,f,na
23665,100%,,1.0,t,na
49665,100%,Libyan Arab Jamahiriya,1.0,f,na
26923,,Lebanon,1.0,t,na
6829,,Ecuador,1.0,f,na
36241,100%,,1.0,f,na
7233,,Maldives,1.0,t,na
49113,83%,Barbados,1.0,t,na
21333,100%,Faroe Islands,2.0,f,na
49012,100%,Micronesia,1.0,t,na
49950,100%,,1.0,f,na
44793,100%,Guernsey,1.0,f,na
37370,,Russian Federation,1.0,t,na
39416,,,1.0,f,na
12,100%,,1.0,t,na
34977,,Finland,1.0,f,na
6832,100%,Monaco,1.0,f,na
49652,,,1.0,t,na
808,,Venezuela,1.0,f,na
191,,,1.0,t,na
18620,,Faroe Islands,1.0,f,na
23341,,Croatia,2.0,f,na
39625,100%,Zimbabwe,1.0,t,na
41470,,Saint Helena,1.0,t,na
19570,0%,Greenland,1.0,f,na
8683,,Guinea,1.0,f,na
39721,,Tunisia,1.0,f,na
6038,,,1.0,f,na
19599,,Russian Federation,1.0,f,na
26046,100%,Namibia,2.0,f,na
12784,100%,Malta,1.0,f,na
10496,,Faroe Islands,1.0,t,na
18465,,Korea,1.0,t,na
25251,100%,El Salvador,2.0,f,na
49992,,,1.0,f,na
44029,,,1.0,t,na
30360,0%,Moldova,1.0,f,na
1199,100%,Spain,1.0,f,na
9824,93%,,1.0,f,na
32354,,Isle of Man,1.0,f,na
25249,0%,,1.0,f,na
40722,,Maldives,2.0,f,na
43620,100%,Denmark,1.0,f,na
10741,100%,Micronesia,2.0,f,na
46108,,Monaco,1.0,f,na
24062,,Estonia,1.0,f,na
49258,,,1.0,f,na
50035,100%,Tonga,1.0,f,na
30712,100%,Faroe Islands,1.0,f,na
20718,,Holy See (Vatican City State),1.0,f,na
3804,100%,Faroe Islands,1.0,f,na
22634,100%,Gambia,3.0,f,na
5501,,Marshall Islands,1.0,t,na
23374,0%,Togo,2.0,t,na
10358,,Micronesia,2.0,f,na
21489,100%,,1.0,f,na
48144,,China,1.0,t,na
38494,100%,Palestinian Territory,1.0,f,na
8688,,Brazil,2.0,f,na
32964,,,1.0,t,na
26887,,,2.0,f,na
4450,,,1.0,t,na
11085,,Malta,1.0,t,na
712,,Niue,1.0,f,na
49446,,Kiribati,2.0,f,na
13527,,Russian Federation,3.0,t,na
17135,0%,,1.0,t,na
41595,,Uzbekistan,1.0,f,na
20748,,,1.0,f,na
30997,,,1.0,t,na
9226,,Mauritania,5.0,f,na
17083,,Estonia,1.0,t,na
4640,,,1.0,t,na
49904,100%,Senegal,1.0,f,na
40954,0%,Uganda,1.0,f,na
30550,,,1.0,f,na
18825,,,2.0,t,na
36030,,Croatia,2.0,f,na
20409,90%,,2.0,f,na
29258,100%,Barbados,1.0,f,na
48538,,,1.0,t,na
30949,100%,Finland,1.0,f,na
10427,100%,,1.0,t,na
23320,,Togo,2.0,f,na
36585,,Philippines,1.0,f,na
24098,,,1.0,f,na
11671,100%,,1.0,f,na
9204,11%,Russian Federation,1.0,t,na
10131,,Chad,1.0,f,na
7154,,,1.0,f,na
13258,100%,Micronesia,1.0,f,na
2301,100%,,1.0,f,na
44045,100%,Sao Tome and Principe,2.0,f,na
15394,100%,Tunisia,2.0,t,na
30560,,,1.0,f,na
37459,100%,,4.0,f,na
22453,,Malta,1.0,f,na
20350,100%,,1.0,f,na
14337,,,1.0,f,na
210,,Libyan Arab Jamahiriya,1.0,t,na
10384,,Malta,1.0,f,na
35661,,,1.0,f,na
12830,,Niue,1.0,t,na
15693,100%,Vietnam,6.0,f,na
41341,100%,Guinea,3.0,t,na
6383,,Djibouti,1.0,t,na
45739,80%,Maldives,6.0,t,na
48441,83%,,2.0,f,na
27967,67%,Djibouti,1.0,t,na
9310,70%,Gambia,1.0,f,na
12868,100%,Tonga,1.0,f,na
38659,,Niue,1.0,t,na
46549,,French Guiana,1.0,f,na
2734,,,1.0,f,na
46565,,Isle of Man,1.0,f,na
41028,100%,Micronesia,1.0,f,na
33748,30%,Uzbekistan,3.0,t,na
28528,,,1.0,f,na
226,100%,Maldives,2.0,f,na
21889,,Vietnam,1.0,t,na
16808,100%,Niue,1.0,f,na
12069,100%,,1.0,f,na
48879,100%,Russian Federation,1.0,t,na
46994,,Malta,1.0,f,na
1587,,Gambia,1.0,t,na
18139,100%,,3.0,f,na
4512,,,1.0,t,na
34891,,Lebanon,1.0,f,na
49063,,,1.0,t,na
4657,100%,,1.0,f,na
998,60%,Niue,1.0,t,na
8288,,,1.0,f,na
2225,,Micronesia,1.0,f,na
33332,100%,Puerto Rico,1.0,t,na
19123,,,1.0,f,na
34974,100%,,2.0,t,na
20776,,Micronesia,1.0,f,na
44678,,Russian Federation,1.0,f,na
22894,100%,,1.0,f,na
12103,,,1.0,f,na
45750,100%,,1.0,t,na
20709,100%,,1.0,f,na
13556,100%,Uzbekistan,1.0,f,na
35757,,Gambia,1.0,t,na
37626,,Micronesia,3.0,f,na
23482,100%,Niue,1.0,f,na
44973,100%,Kiribati,1.0,f,na
8626,,Estonia,1.0,f,na
17501,100%,Cape Verde,1.0,f,na
227,,Jersey,1.0,f,na
17686,,Reunion,2.0,t,na
48050,100%,,2.0,t,na
34201,,Uzbekistan,1.0,f,na
24533,,,1.0,t,na
17258,,,1.0,f,na
30187,100%,Marshall Islands,2.0,f,na
22605,100%,,1.0,f,na
2004,,Svalbard & Jan Mayen Islands,1.0,f,na
19934,100%,Svalbard & Jan Mayen Islands,2.0,t,na
40459,,Estonia,1.0,f,na
14989,,,1.0,t,na
18836,100%,,1.0,f,na
9539,,,1.0,t,na
8215,,,1.0,t,na
38831,65%,Tanzania,8.0,t,na
15656,90%,,2.0,t,na
20279,100%,,1.0,t,na
44486,100%,,2.0,f,na
42345,,Peru,1.0,f,na
45783,100%,Nauru,1.0,t,na
17058,100%,,1.0,t,na
48634,,Maldives,1.0,t,na
4710,25%,Guernsey,1.0,t,na
8625,,,1.0,t,na
6654,100%,Tonga,3.0,f,na
40956,,Kenya,1.0,t,na
38070,,Saint Helena,1.0,f,na
2415,75%,,1.0,t,na
46770,,Malawi,1.0,t,na
24876,,Russian Federation,1.0,f,na
19901,,Guinea,1.0,f,na
9590,100%,,3.0,f,na
19107,,Zimbabwe,1.0,t,na
46279,,Faroe Islands,1.0,t,na
2262,100%,Tonga,1.0,f,na
2821,,,1.0,t,na
7301,,Sao Tome and Principe,1.0,t,na
20399,,,1.0,f,na
4178,100%,Niue,1.0,t,na
34313,,Marshall Islands,1.0,f,na
11950,,Gambia,1.0,t,na
33182,,Cook Islands,1.0,f,na
34995,,Kenya,1.0,f,na
12546,100%,Lebanon,1.0,f,na
36320,100%,Niue,1.0,f,na
37267,,Ghana,1.0,t,na
25179,0%,Zimbabwe,1.0,f,na
34252,,,1.0,f,na
29768,100%,Uganda,1.0,f,na
15958,,,1.0,f,na
10554,0%,Russian Federation,2.0,f,na
38514,,Kenya,1.0,f,na
1582,100%,Russian Federation,1.0,f,na
44770,90%,,1.0,t,na
28408,100%,Australia,1.0,f,na
45453,100%,,1.0,f,na
26604,100%,Turkmenistan,1.0,f,na
30172,100%,Russian Federation,12.0,f,na
18679,100%,Andorra,1.0,f,na
710,100%,Kenya,1.0,t,na
47514,100%,Philippines,1.0,f,na
41117,,Chad,2.0,t,na
33956,100%,Lebanon,1.0,t,na
46756,,Guernsey,1.0,f,na
8592,100%,Uganda,1.0,f,na
15299,,,1.0,t,na
34547,,Gibraltar,1.0,f,na
10696,,El Salvador,1.0,t,na
24463,,,3.0,f,na
9633,100%,Uruguay,1.0,f,na
7524,,,1.0,f,na
42329,,El Salvador,1.0,f,na
10765,,Monaco,3.0,f,na
2686,,,1.0,f,na
25159,100%,Peru,1.0,t,na
46689,,,1.0,t,na
8389,,,1.0,f,na
40334,,Bosnia and Herzegovina,1.0,t,na
27522,,Chile,1.0,f,na
9256,,Ghana,1.0,f,na
4945,0%,Cape Verde,5.0,f,na
30924,,Sao Tome and Principe,7.0,t,na
2515,100%,France,1.0,t,na
43949,,Montserrat,1.0,f,na
49381,,Malta,1.0,t,na
31504,,Croatia,3.0,f,na
43590,100%,Costa Rica,9.0,f,na
17115,100%,Gambia,2.0,t,na
26883,100%,Guernsey,2.0,t,na
33865,,,1.0,f,na
25549,100%,Guinea,1.0,f,na
28903,,Anguilla,1.0,f,na
38520,100%,Malta,1.0,t,na
49423,,,1.0,f,na
10818,,Cape Verde,1.0,f,na
41376,,,1.0,f,na
29552,100%,Jersey,1.0,f,na
41728,,Turkmenistan,1.0,f,na
46156,,Sao Tome and Principe,1.0,t,na
4115,100%,,2.0,f,na
46893,100%,,1.0,f,na
24556,100%,Zimbabwe,1.0,t,na
45513,,Russian Federation,1.0,f,na
15535,100%,Niue,1.0,f,na
4353,,Niue,1.0,f,na
24834,100%,Maldives,1.0,t,na
35193,100%,Kiribati,1.0,f,na
18717,100%,,1.0,t,na
8253,,Nicaragua,4.0,f,na
44982,50%,Isle of Man,2.0,t,na
15790,0%,,1.0,f,na
21794,,Canada,1.0,f,na
7254,88%,Tonga,1.0,t,na
48041,100%,Cocos (Keeling) Islands,1.0,t,na
17383,100%,,1.0,f,na
21354,,Kenya,1.0,f,na
19614,100%,Tonga,5.0,t,na
39239,100%,,1.0,f,na
32213,,Puerto Rico,1.0,f,na
20228,100%,,1.0,f,na
4748,,Niger,1.0,f,na
36896,50%,Turkmenistan,1.0,f,na
32516,100%,,1.0,f,na
25639,,Lebanon,1.0,f,na
45658,,,1.0,f,na
26399,,Marshall Islands,1.0,f,na
40090,100%,Portugal,1.0,f,na
26495,75%,Palestinian Territory,1.0,t,na
6145,100%,Russian Federation,2.0,t,na
49433,,,1.0,t,na
25049,100%,,2.0,f,na
35791,,Montserrat,2.0,t,na
1094,80%,,1.0,f,na
45188,100%,,1.0,t,na
14459,40%,Ukraine,1.0,f,na
5874,100%,Guinea,1.0,f,na
36466,,Marshall Islands,1.0,f,na
46504,100%,Barbados,1.0,f,na
33106,100%,Nicaragua,1.0,t,na
19073,100%,,1.0,t,na
48257,100%,Kiribati,5.0,t,na
41734,,,1.0,t,na
2680,,,1.0,t,na
40041,,Tuvalu,3.0,t,na
35380,,Chad,1.0,f,na
12542,98%,Mauritania,19.0,t,na
41447,0%,Andorra,3.0,f,na
47147,,Anguilla,1.0,f,na
41913,,Andorra,1.0,f,na
47129,,,1.0,t,na
46951,,,1.0,t,na
17199,,,1.0,f,na
40461,,,1.0,t,na
42355,,Russian Federation,2.0,t,na
43283,,Sao Tome and Principe,1.0,f,na
27036,100%,Marshall Islands,1.0,t,na
22402,,China,3.0,t,na
47474,,Lebanon,1.0,f,na
38163,100%,Venezuela,3.0,f,na
30435,99%,Cape Verde,41.0,f,na
39833,,Djibouti,1.0,t,na
25698,100%,Monaco,1.0,f,na
7413,100%,Cape Verde,1.0,t,na
35522,100%,Kiribati,10.0,f,na
39488,,,1.0,t,na
27171,100%,Reunion,1.0,t,na
8100,,Netherlands,1.0,t,na
8714,100%,,2.0,f,na
7994,100%,,1.0,f,na
16113,100%,Croatia,2.0,t,na
29884,100%,,3.0,f,na
48599,100%,Malawi,3.0,f,na
14657,,Reunion,2.0,t,na
39111,,Gibraltar,1.0,f,na
22929,,Isle of Man,1.0,f,na
37207,80%,Tonga,1.0,f,na
28901,,Maldives,1.0,f,na
35893,,Senegal,1.0,t,na
34525,100%,Estonia,1.0,f,na
48804,,Nicaragua,1.0,f,na
22621,,,1.0,t,na
36307,,Bouvet Island (Bouvetoya),1.0,f,na
25045,,Reunion,1.0,f,na
14882,,,1.0,f,na
45592,100%,Maldives,2.0,t,na
7516,100%,,1.0,f,na
49865,,Costa Rica,1.0,t,na
19976,,Cape Verde,1.0,t,na
39582,,,1.0,f,na
38172,,Chad,1.0,t,na
2019,100%,Malta,7.0,f,na
15219,,Guinea,1.0,t,na
37179,,China,1.0,f,na
15959,100%,Russian Federation,2.0,t,na
29416,100%,Anguilla,1.0,f,na
12613,,Gibraltar,2.0,t,na
48525,,Afghanistan,3.0,f,na
37662,100%,Kenya,2.0,t,na
6003,,,1.0,f,na
46435,,,1.0,f,na
6721,100%,,2.0,f,na
36072,,Guinea,1.0,f,na
3705,,,1.0,f,na
29277,100%,France,1.0,f,na
8331,70%,Uganda,2.0,f,na
49863,33%,,1.0,f,na
40660,,,1.0,t,na
37194,,,2.0,f,na
2614,,,1.0,t,na
23239,,,1.0,t,na
48348,100%,United Kingdom,1.0,t,na
13154,,Cuba,1.0,t,na
7670,100%,Isle of Man,1.0,t,na
37632,100%,Costa Rica,2.0,f,na
41113,,Congo,1.0,t,na
4238,88%,,1.0,f,na
33488,,Kenya,1.0,f,na
17650,100%,Tanzania,1.0,f,na
26720,,Kenya,3.0,f,na
12887,,,1.0,f,na
28520,100%,Slovakia (Slovak Republic),2.0,t,na
31880,100%,,1.0,f,na
24685,100%,,1.0,f,na
41612,100%,Montserrat,1.0,f,na
1341,,Sao Tome and Principe,1.0,t,na
42688,,China,1.0,f,na
8912,,Lebanon,4.0,f,na
17227,,Micronesia,1.0,f,na
48481,,,1.0,t,na
19327,90%,Mauritania,1.0,f,na
1280,100%,,1.0,f,na
4253,100%,France,1.0,t,na
24860,,,1.0,f,na
10222,100%,,4.0,t,na
21488,,,1.0,f,na
15548,100%,Faroe Islands,1.0,t,na
30769,,Zimbabwe,1.0,t,na
35338,80%,,1.0,f,na
28950,100%,Mexico,2.0,t,na
3571,100%,Bouvet Island (Bouvetoya),3.0,t,na
14486,,Anguilla,1.0,t,na
13873,50%,,2.0,t,na
16700,,Svalbard & Jan Mayen Islands,1.0,f,na
23426,,,1.0,t,na
33699,100%,Palestinian Territory,1.0,f,na
2104,100%,Russian Federation,1.0,t,na
15689,96%,Micronesia,1.0,f,na
33583,,Costa Rica,1.0,f,na
21482,100%,Russian Federation,1.0,t,na
21639,,Korea,1.0,t,na
24476,,,1.0,f,na
14127,,Chad,1.0,t,na
39353,100%,Lithuania,2.0,t,na
46844,100%,Sao Tome and Principe,1.0,f,na
9817,100%,,1.0,f,na
26904,100%,Uganda,1.0,t,na
16003,100%,,1.0,f,na
48031,,Chad,1.0,t,na
9211,,,2.0,t,na
47210,,Papua New Guinea,1.0,f,na
12219,,Jersey,1.0,f,na
33734,,,1.0,f,na
6966,100%,Afghanistan,1.0,t,na
16750,,Estonia,1.0,f,na
31611,,,1.0,f,na
10173,83%,Marshall Islands,2.0,t,na
3443,100%,Jersey,1.0,f,na
44544,0%,Gibraltar,2.0,f,na
1568,,Costa Rica,1.0,t,na
1445,,Somalia,1.0,t,na
7635,100%,Kenya,1.0,t,na
46218,100%,,2.0,f,na
44178,,,1.0,f,na
30286,100%,Montserrat,39.0,f,na
31058,100%,Afghanistan,1.0,t,na
45119,,Rwanda,2.0,f,na
21503,83%,,1.0,f,na
21323,100%,Guinea,2.0,t,na
48954,100%,Montserrat,8.0,t,na
22981,100%,,1.0,f,na
23367,,United Kingdom,1.0,t,na
11387,100%,Uganda,2.0,f,na
2046,100%,Niue,1.0,f,na
41212,,,1.0,t,na
9697,,Turks and Caicos Islands,1.0,t,na
42971,100%,Niue,1.0,f,na
1223,,Cape Verde,1.0,t,na
26434,100%,Tonga,1.0,f,na
44964,,Lebanon,1.0,t,na
37304,,,1.0,f,na
25898,,,1.0,t,na
3952,,Lithuania,1.0,t,na
39594,,Sao Tome and Principe,3.0,f,na
42117,100%,,1.0,f,na
34076,100%,Niue,7.0,t,na
35997,,Monaco,2.0,f,na
41644,,Isle of Man,1.0,t,na
12874,100%,,1.0,t,na
29520,,Nicaragua,54.0,f,na
36506,70%,Marshall Islands,2.0,f,na
16799,,Rwanda,1.0,t,na
34933,,,1.0,t,na
21706,100%,,1.0,t,na
33400,97%,Zimbabwe,5.0,t,na
32824,100%,Indonesia,1.0,t,na
633,,Denmark,1.0,f,na
16587,,Cocos (Keeling) Islands,2.0,f,na
49197,90%,,3.0,f,na
44026,,Afghanistan,1.0,f,na
46160,,Micronesia,2.0,f,na
43699,,Chad,1.0,t,na
3088,100%,Jersey,1.0,f,na
18580,,,1.0,t,na
30551,,Afghanistan,2.0,t,na
15840,,Marshall Islands,1.0,t,na
714,100%,Zimbabwe,1.0,f,na
8074,100%,,1.0,t,na
14577,50%,Niue,2.0,t,na
34663,100%,French Guiana,1.0,t,na
12128,100%,Djibouti,1.0,f,na
29193,83%,,1.0,t,na
33821,,Djibouti,1.0,f,na
3549,,,1.0,f,na
27719,89%,,4.0,f,na
33243,,French Guiana,1.0,f,na
46125,,Uzbekistan,1.0,f,na
40999,100%,Chile,2.0,f,na
10400,100%,Paraguay,4.0,t,na
15861,100%,Chad,1.0,t,na
42233,100%,,1.0,f,na
6647,100%,Senegal,2.0,t,na
9849,100%,Isle of Man,2.0,f,na
14358,100%,Maldives,9.0,f,na
33786,,,1.0,f,na
45261,,Malta,2.0,f,na
38082,,Ukraine,1.0,t,na
49492,100%,Jersey,1.0,t,na
22247,100%,Slovakia (Slovak Republic),5.0,t,na
42813,,Jersey,1.0,f,na
3274,86%,Barbados,24.0,f,na
27666,100%,,1.0,f,na
8154,100%,,4.0,f,na
9798,,Mauritania,2.0,t,na
45497,,,1.0,f,na
35846,,Niue,1.0,f,na
30224,100%,Cuba,1.0,t,na
43819,100%,Grenada,2.0,t,na
20495,100%,Anguilla,1.0,f,na
3641,,,1.0,f,na
27143,,,1.0,f,na
29421,,Isle of Man,1.0,t,na
8621,,,1.0,f,na
24953,100%,,1.0,t,na
42980,,Cook Islands,1.0,f,na
49855,,Togo,2.0,f,na
16504,100%,,1.0,t,na
18445,70%,,2.0,t,na
4598,,Nicaragua,1.0,f,na
17388,100%,,2.0,t,na
11112,,,1.0,t,na
29578,100%,Chile,2.0,f,na
39149,100%,Peru,1.0,f,na
10626,,,1.0,t,na
10585,100%,Niue,1.0,t,na
15117,100%,,1.0,f,na
42145,,Andorra,1.0,f,na
36872,,,1.0,t,na
25674,70%,Cocos (Keeling) Islands,1.0,f,na
15898,,,1.0,t,na
41879,,Anguilla,1.0,f,na
16195,,,1.0,t,na
40066,,Croatia,1.0,f,na
41108,,Uganda,1.0,f,na
19382,100%,,1.0,t,na
17303,100%,Russian Federation,5.0,t,na
37688,100%,,1.0,f,na
36348,,China,1.0,f,na
36477,,Kenya,1.0,f,na
32433,,Puerto Rico,1.0,t,na
45521,100%,Isle of Man,1.0,f,na
41233,100%,Zimbabwe,1.0,t,na
45092,,French Guiana,1.0,f,na
16624,100%,Chile,1.0,t,na
3566,90%,Turkmenistan,1.0,t,na
23972,100%,Zimbabwe,2.0,t,na
45433,,Chad,1.0,t,na
17339,67%,Niue,1.0,f,na
43841,,,1.0,f,na
649,,,1.0,t,na
13064,100%,,1.0,f,na
36747,,Cocos (Keeling) Islands,2.0,f,na
42838,0%,,2.0,f,na
27671,100%,Turkmenistan,1.0,f,na
19291,,Maldives,1.0,t,na
14739,,Lebanon,1.0,t,na
8644,,,1.0,f,na
10235,,Reunion,1.0,t,na
40390,100%,Marshall Islands,2.0,t,na
8852,,,1.0,t,na
34176,,Mauritania,1.0,f,na
40188,,Mexico,1.0,f,na
16683,,,1.0,f,na
37167,,Nicaragua,2.0,f,na
34658,,,1.0,f,na
26106,,Tonga,1.0,t,na
8198,100%,,5.0,f,na
21938,0%,Lithuania,1.0,f,na
15023,100%,Tanzania,1.0,t,na
1477,,,1.0,f,na
46701,,,1.0,t,na
28271,,Gambia,2.0,f,na
242,100%,Denmark,1.0,f,na
28145,,Tonga,1.0,f,na
40620,100%,Guinea,2.0,f,na
14959,,,1.0,t,na
1419,100%,Maldives,1.0,t,na
30519,100%,,1.0,t,na
39508,100%,Jersey,1.0,t,na
53,,Bahrain,1.0,t,na
2706,100%,,1.0,f,na
45979,100%,Guernsey,1.0,f,na
16733,100%,Vanuatu,1.0,f,na
40557,100%,Kenya,2.0,f,na
9647,,Philippines,1.0,f,na
48955,100%,Somalia,1.0,f,na
10828,,Anguilla,1.0,f,na
5812,,,1.0,f,na
46675,100%,Tonga,1.0,f,na
42863,,,1.0,t,na
20390,,Niue,1.0,t,na
16267,100%,Montserrat,1.0,f,na
16558,,Philippines,1.0,t,na
19839,,,1.0,f,na
43582,100%,,1.0,t,na
2899,,,1.0,t,na
12215,100%,,2.0,f,na
5403,,,1.0,f,na
5629,50%,Sao Tome and Principe,1.0,f,na
6700,100%,Guinea,7.0,f,na
3187,100%,Tonga,2.0,t,na
42968,,Afghanistan,1.0,f,na
32738,100%,Vanuatu,1.0,f,na
15957,100%,Nicaragua,1.0,f,na
3541,,Gibraltar,1.0,f,na
47709,,Nauru,1.0,t,na
21792,,Palestinian Territory,1.0,f,na
24978,100%,Christmas Island,1.0,t,na
26905,50%,Puerto Rico,2.0,f,na
47530,,,1.0,t,na
30101,,Andorra,1.0,t,na
9611,93%,Chad,2.0,f,na
37052,,French Guiana,1.0,f,na
34480,100%,,1.0,f,na
41137,0%,,1.0,f,na
38078,100%,Uzbekistan,2.0,t,na
15834,,,1.0,t,na
34285,100%,Russian Federation,1.0,t,na
43379,,Palestinian Territory,1.0,f,na
39109,77%,Ukraine,24.0,t,na
47991,100%,Niue,1.0,f,na
10404,,,1.0,f,na
17109,,Marshall Islands,1.0,t,na
38041,75%,,2.0,t,na
24963,100%,China,1.0,f,na
33844,,Jersey,1.0,f,na
42881,,Lebanon,1.0,t,na
35654,100%,Russian Federation,1.0,t,na
17444,100%,Malawi,1.0,f,na
16528,,Zimbabwe,1.0,t,na
32391,,Slovakia (Slovak Republic),1.0,t,na
38159,100%,,1.0,f,na
1035,,,1.0,t,na
22347,100%,Brazil,2.0,t,na
19297,100%,,1.0,t,na
33463,,,1.0,f,na
27532,,,1.0,t,na
8045,,Russian Federation,1.0,t,na
12821,100%,Tonga,1.0,t,na
17673,,Anguilla,1.0,f,na
2257,,Gambia,1.0,f,na
46595,,Maldives,1.0,f,na
43942,100%,Reunion,1.0,t,na
32913,,,1.0,t,na
30311,,Niue,2.0,f,na
40380,,,2.0,t,na
10775,100%,Guinea,2.0,t,na
7033,100%,Vietnam,1.0,t,na
5377,,,1.0,f,na
38492,100%,Palestinian Territory,1.0,f,na
48218,100%,Lebanon,1.0,t,na
31869,,Tonga,1.0,f,na
12506,,Ghana,3.0,t,na
12598,100%,Montserrat,3.0,f,na
34172,,Jersey,1.0,f,na
42951,75%,Marshall Islands,1.0,f,na
1778,,,1.0,f,na
20836,,,1.0,f,na
45059,,Gambia,1.0,f,na
1671,100%,Holy See (Vatican City State),1.0,t,na
5891,100%,Faroe Islands,1.0,t,na
8319,100%,,1.0,f,na
11936,,,1.0,t,na
46630,,Bahrain,1.0,f,na
19737,100%,,1.0,f,na
22272,,,1.0,t,na
24840,,France,1.0,f,na
4263,,Bahrain,1.0,t,na
30460,80%,Netherlands,1.0,f,na
28980,,Nauru,1.0,t,na
10774,,Turks and Caicos Islands,1.0,t,na
33963,,French Guiana,1.0,t,na
13606,100%,,4.0,f,na
24743,,Kenya,2.0,f,na
43104,,,1.0,f,na
46362,100%,,1.0,f,na
6397,,Niue,1.0,t,na
42280,100%,Micronesia,1.0,t,na
2121,67%,Kenya,2.0,f,na
28324,,,1.0,f,na
23527,,,1.0,f,na
43097,93%,Sao Tome and Principe,4.0,f,na
22020,,,1.0,f,na
30873,,,1.0,f,na
28543,,,1.0,t,na
12836,,,1.0,t,na
43344,60%,Maldives,5.0,f,na
12703,,Ecuador,1.0,f,na
20741,,Uganda,1.0,f,na
48705,,Guernsey,1.0,f,na
10157,0%,Tonga,2.0,f,na
39711,100%,Estonia,1.0,f,na
17178,25%,Rwanda,1.0,t,na
37371,100%,,2.0,f,na
22876,90%,Marshall Islands,2.0,t,na
1236,100%,Nauru,1.0,t,na
18168,95%,Ecuador,3.0,f,na
24234,,Micronesia,1.0,t,na
14393,100%,Indonesia,1.0,t,na
17371,,,1.0,f,na
26379,,Niue,1.0,f,na
19244,100%,,1.0,f,na
18288,90%,,1.0,f,na
10574,,Anguilla,1.0,f,na
41186,100%,Lebanon,1.0,t,na
35372,100%,,1.0,f,na
41771,100%,Turks and Caicos Islands,2.0,f,na
